,제목,설명,저자,출판사,출판일,보유,대출,예약,카테고리
691,불가능을 가능으로 만드는 강한 사장이 답이다,후이즈는 어떻게 인터넷 비즈니스의 선두 기업으로 우뚝 설 수 있었을까? 단돈 20만 원에서 시작한 이 회사는 어떻게 12년 연속 ,이청종 저,위즈덤하우스,2012-07-31,,,,
6345,지도로 보는 세계민족의 역사,세계에서 일어나는 여러 가지 사건과 현상을 ‘민족’이라는 관점에서 조망보는 책이다. 세계지도를 통해 각 땅에서 오랜 세월을,21세기 연구회 저/전경아 역,이다미디어,2012-07-31,,,,
6825,시 한 줄에서 통찰은 어떻게 시작되는가,"이미 고정화돼 죽어가는, 혹은 의미 없어진 우리의 지식과 통념을 완전히 버리고 새로운 생각의 힘을 얻을 수 있게 도와준다. 문",황인원 저,위즈덤하우스,2012-07-31,,,,
25975,형사법통합연습,인문/사회,조균석,교보문고,2012-07-31,1,0,0,
25976,매스커레이드 호텔,문학,히가시노 게이고,교보문고,2012-07-31,2,1,0,
25977,지도로 보는 세계민족의 역사,인문/사회,21세기 연구회 저/전경아 역,YES24,2012-07-31,2,0,0,
25978,리트윗의 자유를 허하라,인문/사회,"박수진,박성철,노현웅,오승훈 공저 ",YES24,2012-07-31,2,0,0,
25979,불가능을 가능으로 만드는 강한 사장이 답이다,비즈니스와경제,이청종 저,YES24,2012-07-31,4,0,0,
25980,어떻게 사랑할 것인가,문학,장영희 저,YES24,2012-07-31,2,0,0,
25981,시 한 줄에서 통찰은 어떻게 시작되는가,자기관리,황인원 저,YES24,2012-07-31,2,0,0,
25982,리셋 코리아,인문/사회,"정태인,새로운 사회를 여는 연구원 공저",YES24,2012-07-31,2,0,0,
25983,최소한의 사랑,문학,전경린 저,YES24,2012-07-31,4,0,0,
3980,개를 훔치는 완벽한 방법,"패런츠 초이스 어워드, ALA 노터블 어워드 등 열네 개에 해당하는 문학상, 협회 선정작 등 각종 부문에 노미네이트 되는 쾌거를 ",바바라 오코너 저,다산북스,2012-07-30,,,,
25984,"시간, 사람, 나 그리고 사랑",인문/사회,명사 특강 편집위원회 엮음,교보문고,2012-07-30,2,0,0,
25985,파리와 런던 거리의 성자들,문학,조지 오웰,교보문고,2012-07-30,2,0,0,
25986,아웃씽커스,자기관리,카이한 크리펜도프 저/김태훈 역,YES24,2012-07-30,2,0,0,
25987,"인생, 그림 앞에 서다",예술/대중문화,이명옥 저,YES24,2012-07-30,3,0,0,
25988,개를 훔치는 완벽한 방법,문학,바바라 오코너 저,YES24,2012-07-30,2,0,0,
25989,커튼 뒤에서 엿보는 영국신사,인문/사회,이순미,교보문고,2012-07-28,1,0,0,
4252,청진기가 사라진다,휴대전화로 암세포를 찾아내거나 곧 닥칠 심근경색을 예측할 수 있다면? 의학의 패러다임이 바뀐다의학과 IT의 융,"에릭 토폴 저/박재영,이 은,박정탁 공역",청년의사,2012-07-27,,,,
25990,지금은 클래식을 들을 시간,예술/대중문화,서영처,교보문고,2012-07-27,2,0,0,
25991,세상에서 제일 좋은 직업 애널리스트,자기관리,용대인 저,YES24,2012-07-27,2,0,0,
25992,"협동조합, 참 좋다",비즈니스와경제,"김현대, 하종란, 차형석 저",YES24,2012-07-27,2,0,0,
25993,청진기가 사라진다,가정과생활,"에릭 토폴 저/박재영,이 은,박정탁 공역",YES24,2012-07-27,2,0,0,
25994,독도를 지켜라 4,장르문학,두드리자 저,YES24,2012-07-27,2,0,0,
25995,독도를 지켜라 2,장르문학,두드리자 저,YES24,2012-07-27,2,0,0,
25996,독도를 지켜라 5,장르문학,두드리자 저,YES24,2012-07-27,2,0,0,
25997,독도를 지켜라 1,장르문학,두드리자 저,YES24,2012-07-27,2,0,0,
25998,독도를 지켜라 6(완결),장르문학,두드리자 저,YES24,2012-07-27,2,0,0,
25999,독도를 지켜라 3,장르문학,두드리자 저,YES24,2012-07-27,2,0,0,
26000,"모스크바,1957년 서곡",문학,공영희 저,YES24,2012-07-27,2,0,0,
26001,칸트의 판단력비판 읽기,인문/사회,김광명,교보문고,2012-07-26,1,0,0,
26002,독도실록1905,인문/사회,예영준 저,YES24,2012-07-26,4,0,0,
26003,광인일기,문학,루쉰 저,YES24,2012-07-26,2,0,0,
26004,미국 패권의 역사,인문/사회,홍익희 저,YES24,2012-07-26,2,0,0,
26005,더 레이븐,문학,에드거 앨런 포 저/바른번역 역,YES24,2012-07-26,2,0,0,
26006,메이크업 스타일북,가정과생활,이경선 저,YES24,2012-07-26,2,0,0,
26007,동양고전 컬렉션01,인문/사회,공자 저/고전연구회 역,YES24,2012-07-26,2,0,0,
26008,"스마트 IT, 스마트 혁명",인문/사회,정지훈 저,YES24,2012-07-26,2,0,0,
26009,당신에게 좋은일이 나에게도 좋은일입니다,문학,안철수 외 16인 저,YES24,2012-07-26,2,0,0,
26010,맹자 1,인문/사회,맹자 저/이재황 역,YES24,2012-07-26,2,0,0,
26011,맹자 3,인문/사회,맹자 저/이재황 역,YES24,2012-07-26,2,0,0,
26012,맹자 2,인문/사회,맹자 저/이재황 역,YES24,2012-07-26,2,0,0,
3524,생각정리 업무기술,"
도해사고를 통해 감각적인 아이디어를 떠올린다!

그림으로 디자인하는『생각정리 업무기술』. 시바우라공업대학 대학원의 공학매니지먼트 연구과 교수로 재직 중인 저자 니시무라 가쓰미가 ",니시무라 가쓰미,스펙트럼북스,2012-07-25,,,,
6514,20대 자유로운 영혼이야기,한국교육은 왜 이 아이를 버려야만 했는가?한국에서의 문제아가 어떻게 캐나다에서는 모범생이 되는가?이 아이는 자신의 꿈을 어떻게 지켜낼 수 있었는가?한국교육의 문제점을 적나라하게 파헤친 어느 학생의 가슴 아픈 고백서!교육개혁의 방향을 ...,한겨레 저,이북스펍,2012-07-25,,,,
26013,서푼짜리 오페라 남자는 남자다,예술/대중문화,베르톨트 브레히트,교보문고,2012-07-25,2,0,0,
26014,펀드로 부자된 사람들의 비밀,비즈니스와경제,21세기재테크 연구소,교보문고,2012-07-25,2,0,0,
26015,웨딩드레스,문학,피에르 르메트르,교보문고,2012-07-25,2,0,0,
26016,오래된 미래 전통육아의 비밀,가정과생활,김광호,교보문고,2012-07-25,1,0,0,
26017,생각정리 업무기술,자기관리,니시무라 가쓰미,교보문고,2012-07-25,1,0,0,
26018,문제해결 기술,자기관리,이시카와 가즈유키,교보문고,2012-07-25,1,0,0,
26019,워너비 셀레브리티,자기관리,김경은 저,YES24,2012-07-25,2,0,0,
26020,화나면 화내고 힘들 땐 쉬어,인문/사회,홍성남 저,YES24,2012-07-25,2,0,0,
26021,스포츠 직업의 세계,가정과생활,"김윤환,오상수,임진우 저",YES24,2012-07-25,2,0,0,
26022,20대 자유로운 영혼이야기,인문/사회,한겨레 저,YES24,2012-07-25,2,0,0,
2472,온 더 로드 On the Road 2,'전 세계 배낭여행자들의 천국’이라 불리는 방콕의 ‘카오산 로드(Khaosan Road)’. 이곳에서 전 세계를 여행 중인 장기배낭여,박준 저,넥서스,2012-07-24,,,,
3237,베이징와와,춘수는 1980년 이후 출생한 젊은 작가를 일컫는 ‘80후(后)’의 대표적 작가. 중국은 개혁과 개방의 물결로 사회구조가 급속히 ,춘수 저/김태성 역,자음과모음(이룸),2012-07-24,,,,
5917,온 더 로드 On the Road 1,'전 세계 배낭여행자들의 천국’이라 불리는 방콕의 ‘카오산 로드(Khaosan Road)’. 이곳에서 전 세계를 여행 중인 장기배낭여,박준 저,넥서스,2012-07-24,,,,
26023,그림 그리고 싶은 날 - 스케치북 프로젝트,예술/대중문화,박상희 저,YES24,2012-07-24,3,0,0,
26024,야구의 정석,가정과생활,넥센 히어로즈 저,YES24,2012-07-24,2,0,0,
26025,레전드 - 배철수의 음악캠프 20년 그리고 100장의 음반,예술/대중문화,"배철수,배순탁 공저",YES24,2012-07-24,2,0,0,
26026,마음의 힘 사용설명서,자기관리,한아타 저,YES24,2012-07-24,2,0,0,
26027,남자는 어떻게 사랑을 하는가,문학,김재찬 저,YES24,2012-07-24,2,0,0,
26028,22억 원짜리 축구공,가정과생활,이재형 저,YES24,2012-07-24,2,0,0,
26029,백인의 눈으로 아프리카를 말하지말라,인문/사회,김명주 저,YES24,2012-07-24,2,0,0,
26030,대통령은 어떻게 탄생하는가,인문/사회,최성 저,YES24,2012-07-24,2,0,0,
26031,온 더 로드 On the Road 1,가정과생활,박준 저,YES24,2012-07-24,2,0,0,
26032,온 더 로드 On the Road 2,가정과생활,박준 저,YES24,2012-07-24,2,0,0,
26033,안철수 공부법,가정과생활,심정섭 저,YES24,2012-07-24,2,0,0,
26034,나쁜생각,인문/사회,제이미 화이트 저/유자화 역,YES24,2012-07-24,2,0,0,
26035,NEW,인문/사회,위니프레드 갤러거 저/이한이 역,YES24,2012-07-24,2,0,0,
26036,생각대로 살지 않으면 사는 대로 생각하게 된다,자기관리,은지성 저,YES24,2012-07-24,3,0,0,
26037,이솝우화에서 배우는 100가지 성공법칙,자기관리,이솝 원작/김지영 엮음,YES24,2012-07-24,2,0,0,
26038,베이징와와,문학,춘수 저/김태성 역,YES24,2012-07-24,2,0,0,
26039,그림자 전쟁 1,문학,김진경,북큐브,2012-07-23,5,0,0,
26040,그림자 전쟁 2,문학,김진경,북큐브,2012-07-23,5,0,0,
26041,그림자 전쟁 3,문학,김진경,북큐브,2012-07-23,5,0,0,
26042,나는 나,문학,가네코 후미코,교보문고,2012-07-23,2,0,0,
26043,하버드대학 공부벌레들의 30계명,문학,이우각,교보문고,2012-07-23,2,0,0,
26044,영어뇌 만들기,국어와외국어,신동운,교보문고,2012-07-23,2,0,0,
26045,사랑했으니까 괜찮아,자기관리,황혜정 저,YES24,2012-07-23,2,0,0,
26046,잘한다 청춘,인문/사회,박연주 저,YES24,2012-07-23,2,0,0,
26047,치유하는 책읽기,인문/사회,서유경 저 ,YES24,2012-07-23,2,0,0,
26048,우리아이 키크기 프로젝트 365일,가정과생활,"박승만,박승찬 공저",YES24,2012-07-23,2,0,0,
4057,스캣,한 순간에 승패를 좌우하는 판단의 힘'스캣SCAT’종목을 불문하고 스포츠에서 선수의 ‘순간 대처 능력’은 성적(,권업 저,한국경제신문사(한경비피),2012-07-20,,,,
26049,창의적 제품설계,자연과과학,카와모 케이시,교보문고,2012-07-20,1,0,0,
26050,네가 아무리 외로워도 누군가에겐 잊혀지지 않는 사람,문학,김지연,교보문고,2012-07-20,2,0,0,
26051,스캣,자기관리,권업 저,YES24,2012-07-20,2,0,0,
26052,"다, 그림이다",예술/대중문화,"손철주,이주은 공저",YES24,2012-07-20,5,0,0,
26053,여자는 서운하고 남자는 억울하다,문학,미하엘 아이히함머 저/윤진희 역,YES24,2012-07-20,2,0,0,
26054,중독,문학,성커이 저/허유영 역,YES24,2012-07-20,2,0,0,
26055,HOW TO 비즈니스 영어 이메일,국어와외국어,한정림 저,YES24,2012-07-20,2,0,0,
26056,HOW TO 비즈니스 영어 프레젠테이션,국어와외국어,한정림 저,YES24,2012-07-20,2,0,0,
26057,HOW TO 비즈니스 영어 협상,국어와외국어,한정림 저,YES24,2012-07-20,2,0,0,
26058,중국의 미래 10년,인문/사회,조용성 저,YES24,2012-07-20,2,0,0,
4097,영어 면접 표현 A to Z,스피킹 실력 점검 테스트로 자신의 실력을 진단하고 한국인이 면접에서 가장 많이 틀리는 10가지 표현을 체크해서 완벽한 영어면접을 준비할 수 있는 『영어 면접 표현 A to Z』! 읽기만 해도 영어 면접의 감을 잡을 수 있는 저자의 면...,케빈 경 저,넥서스,2012-07-19,,,,
26059,잘 가요 엄마,문학,김주영 저,YES24,2012-07-19,5,0,0,
26060,"코끼리는 안녕,",문학,이종산 저,YES24,2012-07-19,5,0,0,
26061,슬로시티 걷기여행,가정과생활,박동철 저,YES24,2012-07-19,2,0,0,
26062,호러픽션,장르문학,"양국일,양국명 공저",YES24,2012-07-19,2,1,0,
26063,영어 면접 표현 A to Z,수험서/자격증,케빈 경 저,YES24,2012-07-19,4,0,0,
26064,물리학자는 영화에서 과학을 본다,자연과과학,정재승,교보문고,2012-07-18,2,0,0,
26065,아Q정전,문학,루쉰 저,YES24,2012-07-18,2,0,0,
26066,시작하자! 아이패드 키노트,컴퓨터와인터넷,최웅식 저,YES24,2012-07-18,2,0,0,
26067,성공하는 사람들의 시간관리,자기관리,한국인재경영연구회 저,YES24,2012-07-18,2,0,0,
26068,첫인상을 결정하는 셀프 매니지먼트,자기관리,정혜전 저,YES24,2012-07-18,2,0,0,
26069,어둠의 축제(현대문학상 수상),문학,김원일 저,YES24,2012-07-18,2,0,0,
26070,마당 깊은 집,문학,김원일 저,YES24,2012-07-18,2,0,0,
6268,ENJOY 남미 part. 2,"정열의 땅 남미!불가사의한 유적과 소금사막, 그리고 열정의 탱고가 있는 그 곳, 남미! ENJOY 세계여행 시리즈 그 21","함병현, 홍원경 저",넥서스BOOKS,2012-07-17,,,,
26071,을,문학,박솔뫼,교보문고,2012-07-17,1,0,0,
26072,이대로 따라가는 세계여행 로마-바티칸 3일 완전 정복,가정과생활,한승민,교보문고,2012-07-17,1,0,0,
26073,끌림,문학,이병률 저,YES24,2012-07-17,5,0,0,
26074,미국가정식요리,가정과생활,Miso 저,YES24,2012-07-17,2,0,0,
26075,다름의 아름다움 2,문학,"주경철, 조홍섭, 구본형, 전봉관, 정승아, 이우일, 황상민, 김나미 저",YES24,2012-07-17,2,0,0,
26076,다름의 아름다움 1,문학,"주경철, 조홍섭, 구본형, 전봉관, 정승아, 이우일, 황상민, 김나미 저",YES24,2012-07-17,2,0,0,
26077,ENJOY 홍콩 part. 2,가정과생활,최은주 저,YES24,2012-07-17,2,0,0,
26078,ENJOY 홍콩 part. 1,가정과생활,최은주 저,YES24,2012-07-17,2,0,0,
26079,ENJOY 상하이 part. 1,가정과생활,"이나미, 민보영 저",YES24,2012-07-17,2,1,0,
26080,ENJOY 상하이 part. 2,가정과생활,"이나미, 민보영 저",YES24,2012-07-17,2,1,0,
26081,ENJOY 이탈리아 part. 2,가정과생활,윤경민 저,YES24,2012-07-17,2,0,0,
26082,ENJOY 상하이 part. 3,가정과생활,"이나미, 민보영 저",YES24,2012-07-17,2,1,0,
26083,ENJOY 파리 part. 2,가정과생활,"김지선, 문은정 저",YES24,2012-07-17,2,0,0,
